# This file was automatically generated:
#	Running: extract-unihan.exe -keyword kCangjie unihan.txt
#	When:              Sun Aug 26 02:35:38 2007
#	Program's author:  Hoc D. Ngo (trichlor@trichlor.org, hoc96@yahoo.com)
#
# Info on original database file:
#
#	@.Master database name: Unihan database
#	@.Unicode version: 5.0.0
#	@.Table version: 1.1
#	@.Date: 7 July 2006
#	@.Info:  http://www.unicode.org/charts/unihan.html
#	@.Download:  ftp://ftp.unicode.org/Public/UNIDATA/unihan.zip
#
# The first column is Unicode codepoint in hexadecimal digits (i.e., U+xxxx)
###############################################################################
U+3400	TM
U+6DD6	EYAJ
U+6DD7	EPFD
U+6DD8	EPOU
U+6DD9	EJMF
U+6DDA	EHSK
U+6DDB	EHBN
U+6DDC	EBB
U+6DDD	EBAU
U+6DDE	EDCI
U+6DDF	ETBC
U+6DE0	EWML
U+6DE1	EFF
U+6DE2	EIRM
U+6DE3	EHXU
U+6DE4	EYSY
U+6DE5	EVNE
U+6DE6	EC
U+6DE7	EJPH
U+6DE8	EBSD
U+6DE9	EGCE
U+6DEA	EOMB
U+6DEB	EBHG
U+6DEC	EYOJ
U+6DED	EHSD
U+6DEE	EOG
U+6DEF	EYIB
U+6DF0	EOIP
U+6DF1	EBCD
U+6DF2	EYPU
U+6DF3	EYRD
U+6DF4	EPHP
U+6DF5	ELXL
U+6DF6	EDOO
U+6DF7	EAPP
U+6DF8	XEQMB
U+6DF9	EKLU
U+6DFA	EII
U+6DFB	EHKP
U+6DFC	EEE
U+6DFD	ETYM
U+6DFE	CE
U+6DFF	EHAB
U+6E00	EKJT
U+6E01	XXEEE
U+6E02	EAYK
U+6E03	ETKR
U+6E04	ELMY
U+6E05	EQMB
U+6E06	ETTN
U+6E07	XEAPP
U+6E08	XEYKL
U+6E09	XEYLH
U+6E0A	ELFL
U+6E0B	EYMO
U+6E0C	ENME
U+6E0D	EQMO
U+6E0E	EJNK
U+6E0F	EKMR
U+6E10	EKQL
U+6E11	ERLU
U+6E12	EHWJ
U+6E13	EBQO
U+6E14	ENWM
U+6E15	ETKN
U+6E16	EJLL
U+6E17	EIKH
U+6E18	ENHD
U+6E19	ENBK
U+6E1A	EJKA
U+6E1B	EIHR
U+6E1C	EMBK
U+6E1D	EOMN
U+6E1E	ETHU
U+6E1F	EYRN
U+6E20	ESD
U+6E21	EITE
U+6E22	EHNI
U+6E23	EDAM
U+6E24	EJDS
U+6E25	ESMG
U+6E26	EBBR
U+6E27	EYBB
U+6E28	EWMV
U+6E29	EABT
U+6E2A	EHLB
U+6E2B	EPTD
U+6E2C	EBCN
U+6E2D	EWB
U+6E2E	ETMR
U+6E2F	ETCU
U+6E30	EOMT
U+6E31	ELIM
U+6E32	EJMM
U+6E33	ENSJ
U+6E34	EAPV
U+6E35	ETW
U+6E36	ETLK
U+6E37	EYCU
U+6E38	EYSD
U+6E39	EPYR
U+6E3A	EBUH
U+6E3B	EFHU
U+6E3C	ETGK
U+6E3D	EJIR
U+6E3E	EBJJ
U+6E3F	EDMF
U+6E40	ENOK
U+6E41	EQOR
U+6E42	ERRS
U+6E43	EHQJ
U+6E44	EAHU
U+6E45	EDWF
U+6E46	EYTA
U+6E47	EYTB
U+6E48	ETMD
U+6E49	EPHR
U+6E4A	EQKK
U+6E4B	EDMQ
U+6E4C	EOIV
U+6E4D	EUMB
U+6E4E	EMWL
U+6E4F	EMBC
U+6E50	EDHA
U+6E51	ENOB
U+6E52	ERSJ
U+6E53	ECST
U+6E54	ETBN
U+6E55	ENKQ
U+6E56	EJRB
U+6E57	EGGI
U+6E58	EDBU
U+6E59	EYCK
U+6E5A	ELVU
U+6E5B	ETMV
U+6E5C	EAMO
U+6E5D	EPPA
U+6E5E	EYBC
U+6E5F	EHAG
U+6E60	EUMF
U+6E61	EWLB
U+6E62	EMRW
U+6E63	ERPA
U+6E64	EYSD
U+6E65	EJCK
U+6E66	EAHM
U+6E67	ENBS
U+6E68	EBUK
U+6E69	EHJG
U+6E6A	EVNO
U+6E6B	EHDF
U+6E6C	HFE
U+6E6D	ETCW
U+6E6E	EMWG
U+6E6F	EAMH
U+6E70	EHEM
U+6E71	EQJR
U+6E72	EBME
U+6E73	EJBJ
U+6E74	ETTC
U+6E75	ETGO
U+6E76	EHAE
U+6E77	EQKA
U+6E78	EYRU
U+6E79	EMWG
U+6E7A	EORD
U+6E7B	EYRA
U+6E7C	EHXM
U+6E7D	EVMW
U+6E7E	EYCN
U+6E7F	EATC
U+6E80	XETUB
U+6E81	ETBD
U+6E82	EDLN
U+6E83	XELMO
U+6E84	EUHQ
U+6E85	EBOJ
U+6E86	EODE
U+6E87	EFDV
U+6E88	EIKF
U+6E89	EAIU
U+6E8A	ERSE
U+6E8B	ENST
U+6E8C	ENOP
U+6E8D	EOOB
U+6E8E	EHRB
U+6E8F	EILR
U+6E90	EMHF
U+6E91	EFBC
U+6E92	EHDP
U+6E93	ETXC
U+6E94	ETGF
U+6E95	EBMO
U+6E96	EGJ
U+6E97	FAHU
U+6E98	EGIT
U+6E99	EOND
U+6E9A	ETOR
U+6E9B	EJCO
U+6E9C	EHHW
U+6E9D	ETTB
U+6E9E	EEII
U+6E9F	EBAC
U+6EA0	ETQM
U+6EA1	FFYR
U+6EA2	ETCT
U+6EA3	ODF
U+6EA4	FBJJ
U+6EA5	EIBI
U+6EA6	EDGG
U+6EA7	EMWD
U+6EA8	EJID
U+6EA9	EHRF
U+6EAA	EBVK
U+6EAB	EWOT
U+6EAC	ETUI
U+6EAD	EWCE
U+6EAE	FFBNJ
U+6EAF	ETUB
U+6EB0	EQKE
U+6EB1	EQKD
U+6EB2	ESQF
U+6EB3	FNHD
U+6EB4	EHUK
U+6EB5	EHSE
U+6EB6	EJCR
U+6EB7	EWMO
U+6EB8	EQMF
U+6EB9	EQMF
U+6EBA	ENMM
U+6EBB	EASM
U+6EBC	EMVG
U+6EBD	EMVI
U+6EBE	EAGI
U+6EBF	FDMQ
U+6EC0	EYVW
U+6EC1	ENLD
U+6EC2	EYBS
U+6EC3	EWFQ
U+6EC4	EOIR
U+6EC5	EIHF
U+6EC6	EMRB
U+6EC7	EJBC
U+6EC8	EYRB
U+6EC9	EAFU
U+6ECA	FTMV
U+6ECB	ETVI
U+6ECC	EOLD
U+6ECD	EGRV
U+6ECE	FFBE
U+6ECF	EMIA
U+6ED0	FPTD
U+6ED1	EBBB
U+6ED2	EMRR
U+6ED3	EJYJ
U+6ED4	EBHX
U+6ED5	BFQE
U+6ED6	EYWV
U+6ED7	EHHU
U+6ED8	ENQD
U+6ED9	ESOG
U+6EDA	EYCV
U+6EDB	EBOU
U+6EDC	ERBC
U+6EDD	EYTU
U+6EDE	ETJB
U+6EDF	EQJU
U+6EE0	ESJE
U+6EE1	ETMB
U+6EE2	ETBG
U+6EE3	EMVR
U+6EE4	XEYPP
U+6EE5	ELIT
U+6EE6	EYCD
U+6EE7	EYKK
U+6EE8	EJOC
U+6EE9	EEOG
U+6EEA	ENNO
U+6EEB	EOLB
U+6EEC	EHSU
U+6EED	EWTJ
U+6EEE	EYUH
U+6EEF	EKPB
U+6EF0	XEYTU
U+6EF1	EJME
U+6EF2	EIIH
U+6EF3	XEYCB
U+6EF4	EYCB
U+6EF5	EJPU
U+6EF6	EGSK
U+6EF7	EYWI
U+6EF8	EYRJ
U+6EF9	EYPD
U+6EFA	EOKP
U+6EFB	EYHM
U+6EFC	EDDN
U+6EFD	EILB
U+6EFE	EYCV
U+6EFF	ETLB
U+6F00	GEE
U+6F01	ENWF
U+6F02	EMWF
U+6F03	EJYE
U+6F04	EUMG
U+6F05	EVVD
U+6F06	EDOE
U+6F07	EHOO
U+6F08	EBOF
U+6F09	EIXP
U+6F0A	ELWV
U+6F0B	ENLM
U+6F0C	ETLM
U+6F0D	EWIM
U+6F0E	EHOO
U+6F0F	ESMB
U+6F10	GIE
U+6F11	EHPU
U+6F12	ENII
U+6F13	EYUB
U+6F14	EJMC
U+6F15	ETWA
U+6F16	EJDK
U+6F17	EHWP
U+6F18	EMVB
U+6F19	EJII
U+6F1A	ESRR
U+6F1B	EFQE
U+6F1C	EDDG
U+6F1D	ESMA
U+6F1E	EBBU
U+6F1F	EFBG
U+6F20	ETAK
U+6F21	EOAH
U+6F22	ETLO
U+6F23	EYJJ
U+6F24	EDDV
U+6F25	JCEGG
U+6F26	JKME
U+6F27	EJJN
U+6F28	EYHJ
U+6F29	EYSO
U+6F2A	EKHR
U+6F2B	EAWE
U+6F2C	EQMC
U+6F2D	ETIT
U+6F2E	EILE
U+6F2F	EWVF
U+6F30	EUBB
U+6F31	EDLO
U+6F32	ENSV
U+6F33	EYTJ
U+6F34	EUJF
U+6F35	EODK
U+6F36	ELLP
U+6F37	EYDL
U+6F38	EJJL
U+6F39	EMYF
U+6F3A	EKKK
U+6F3B	ESMH
U+6F3C	EUOG
U+6F3D	ESYQ
U+6F3E	ETGE
U+6F3F	VIE
U+6F40	EWLO
U+6F41	PEMBC
U+6F42	EUTC
U+6F43	EOLB
U+6F44	EDLK
U+6F45	EOKG
U+6F46	ETBF
U+6F47	XETLX
U+6F48	XEWLO
U+6F49	EUAP
U+6F4A	EODE
U+6F4B	EOMK
U+6F4C	EJCG
U+6F4D	EVMG
U+6F4E	EFBK
U+6F4F	ENHB
U+6F50	EOGF
U+6F51	ENOE
U+6F52	ENAO
U+6F53	EJIP
U+6F54	EQHF
U+6F55	EOTF
U+6F56	EMGU
U+6F57	EOGD
U+6F58	EHDW
U+6F59	EBHF
U+6F5A	ELX
U+6F5B	EMUA
U+6F5C	EQOA
U+6F5D	EOMM
U+6F5E	ERMR
U+6F5F	EHXF
U+6F60	ERUC
U+6F61	EYDK
U+6F62	ETMC
U+6F63	EANK
U+6F64	EANG
U+6F65	XEMWD
U+6F66	EKCF
U+6F67	ECWA
U+6F68	EHWO
U+6F69	EWTC
U+6F6A	EORA
U+6F6B	EFQF
U+6F6C	ERRJ
U+6F6D	EMWJ
U+6F6E	EJJB
U+6F6F	ESMI
U+6F70	ELMC
U+6F71	EGBT
U+6F72	EHDB
U+6F73	ESJA
U+6F74	EKHA
U+6F75	ETBK
U+6F76	EWGF
U+6F77	EHLQ
U+6F78	EJCB
U+6F79	EDDD
U+6F7A	ESND
U+6F7B	EHDE
U+6F7C	EYTG
U+6F7D	ETCA
U+6F7E	EFDQ
U+6F7F	EWDQ
U+6F80	ESIM
U+6F81	EYMM
U+6F82	EUGK
U+6F83	HCE
U+6F84	ENOT
U+6F85	ELGM
U+6F86	EGGU
U+6F87	EFFS
U+6F88	EYBK
U+6F89	EMJK
U+6F8A	ETWI
U+6F8B	EAYF
U+6F8C	ETCL
U+6F8D	EGTI
U+6F8E	EGTH
U+6F8F	ERRU
U+6F90	EMBI
U+6F91	EMLW
U+6F92	EMMC
U+6F93	EHOE
U+6F94	EHAR
U+6F95	ETMJ
U+6F96	EAND
U+6F97	EANA
U+6F98	EDDA
U+6F99	XEHXF
U+6F9A	EHBS
U+6F9B	XENWA
U+6F9C	ELSW
U+6F9D	EJPB
U+6F9E	EYPK
U+6F9F	EYWD
U+6FA0	ERXU
U+6FA1	ERRD
U+6FA2	EFBW
U+6FA3	EJJJ
U+6FA4	EWLJ
U+6FA5	ENBQ
U+6FA6	ENNC
U+6FA7	ETWT
U+6FA8	EHMO
U+6FA9	HBE
U+6FAA	EMBI
U+6FAB	ETWB
U+6FAC	EIOC
U+6FAD	EYVG
U+6FAE	EOMA
U+6FAF	EYED
U+6FB0	EOMO
U+6FB1	ESCE
U+6FB2	ETCD
U+6FB3	EHBK
U+6FB4	EWLV
U+6FB5	EYDL
U+6FB6	EYWM
U+6FB7	EAWS
U+6FB8	EIRP
U+6FB9	ENCR
U+6FBA	EYTP
U+6FBB	EYTO
U+6FBC	ESRJ
U+6FBD	EYPO
U+6FBE	EYGQ
U+6FBF	EDDF
U+6FC0	EHSK
U+6FC1	EWLI
U+6FC2	EITC
U+6FC3	ETWV
U+6FC4	EYBB
U+6FC5	EJSE
U+6FC6	EJTC
U+6FC7	EGOW
U+6FC8	ERJI
U+6FC9	EBUG
U+6FCA	EYMH
U+6FCB	EDDO
U+6FCC	HGEA
U+6FCD	ETPP
U+6FCE	EBUL
U+6FCF	EMGH
U+6FD0	EAJA
U+6FD1	EDLO
U+6FD2	EYHO
U+6FD3	EYHC
U+6FD4	EMFB
U+6FD5	EAVF
U+6FD6	EWLA
U+6FD7	ETAB
U+6FD8	EJPN
U+6FD9	EFFF
U+6FDA	EFFD
U+6FDB	ETBO
U+6FDC	ELMT
U+6FDD	ETCF
U+6FDE	EHUL
U+6FDF	EYX
U+6FE0	EYRO
U+6FE1	EMBB
U+6FE2	ESMJ
U+6FE3	EJJJ
U+6FE4	EGNI
U+6FE5	ENIC
U+6FE6	EBMP
U+6FE7	ETGI
U+6FE8	ETVP
U+6FE9	ETOE
U+6FEA	EQBU
U+6FEB	ESIT
U+6FEC	EYBU
U+6FED	ETGT
U+6FEE	EOTO
U+6FEF	ESMG
U+6FF0	EVFG
U+6FF1	EJMC
U+6FF2	EGDE
U+6FF3	EHUA
U+6FF4	EFFE
U+6FF5	EJAC
U+6FF6	EANR
U+6FF7	EETB
U+6FF8	ETOR
U+6FF9	EWGG
U+6FFA	EBCI
U+6FFB	ENLC
U+6FFC	EVID
U+6FFD	EQOC
U+6FFE	EYPP
U+6FFF	EMTB
U+7000	EMBE
U+7001	ETOV
U+7002	ENWA
U+7003	EBCH
U+7004	EHAL
U+7005	EFFG
U+7006	EGWC
U+7007	EITC
U+7008	XESMJ
U+7009	EJHF
U+700A	EHET
U+700B	EJHW
U+700C	EIPF
U+700D	EIWG
U+700E	ETWI
U+700F	EHCN
U+7010	EJIM
U+7011	EATE
U+7012	EDOW
U+7013	EHOK
U+7014	EGDE
U+7015	EYHC
U+7016	EMBG
U+7017	EJQP
U+7018	EYPT
U+7019	EYDU
U+701A	EJJM
U+701B	EYRN
U+701C	EMBI
U+701D	EMDM
U+701E	EQBD
U+701F	ETLX
U+7020	EFFF
U+7021	ENLB
U+7022	EYLC
U+7023	EYEM
U+7024	EYWV
U+7025	XESMB
U+7026	EMOA
U+7027	EYBP
U+7028	EDLC
U+7029	EHUC
U+702A	OKHAE
U+702B	EGFE
U+702C	EDLC
U+702D	XEJJN
U+702E	EMBD
U+702F	EFFR
U+7030	ENMB
U+7031	EWLN
U+7032	EOOK
U+7033	ETIF
U+7034	EBCV
U+7035	EFDC
U+7036	ESLR
U+7037	ESMC
U+7038	EOIM
U+7039	EOMB
U+703A	ENRI
U+703B	EJIC
U+703C	EYRV
U+703D	EJTO
U+703E	EANW
U+703F	EOKF
U+7040	EMBU
U+7041	EANE
U+7042	EBWI
U+7043	EUJT
U+7044	ESJJ
U+7045	EWWG
U+7046	ETST
U+7047	ETCE
U+7048	EBUG
U+7049	EVUG
U+704A	EMUB
U+704B	EIXI
U+704C	ETRG
U+704D	EANO
U+704E	ETTT
U+704F	EAFO
U+7050	EFFC
U+7051	EMMP
U+7052	EHUC
U+7053	VFE
U+7054	ETTU
U+7055	EYBG
U+7056	EIDY
U+7057	ELIM
U+7058	ETOG
U+7059	EFBF
U+705A	EHBU
U+705B	EANJ
U+705C	EYRN
U+705D	EAFC
U+705E	EMBB
U+705F	ESYI
U+7060	ESWU
U+7061	ETAW
U+7062	EJBV
U+7063	EVFN
U+7064	EVFD
U+7065	HEHEE
U+7066	EAFC
U+7067	EUTU
U+7068	EYJC
U+7069	EUTT
U+706A	EDDH
U+706B	F
U+706C	XF
U+706D	XMF
U+706E	FHU
U+706F	FMN
U+7070	KF
U+7071	FSH
U+7072	FLN
U+7073	PF
U+7074	FM
U+7075	SMF
U+7076	FG
U+7077	FT
U+7078	NOF
U+7079	FHP
U+707A	FPD
U+707B	GF
U+707C	FPI
U+707D	VVF
U+707E	JF
U+707F	FU
U+7080	FNSH
U+7081	MUF
U+7082	FCI
U+7083	CSHF
U+7084	FNG
U+7085	AF
U+7086	FYK
U+7087	FOK
U+7088	FHNE
U+7089	FIS
U+708A	FNO
U+708B	FMF
U+708C	FOLL
U+708D	FHE
U+708E	FF
U+708F	FF
U+7090	FQJ
U+7091	FD
U+7092	FFH
U+7093	FYJ
U+7094	FDK
U+7095	FYHN
U+7096	FPU
U+7097	XTF
U+7098	FHML
U+7099	BF
U+709A	AF
U+709B	FOP
U+709C	FQS
U+709D	FOSU
U+709E	FYY
U+709F	FAM
U+70A0	FWL
U+70A1	FMYM
U+70A2	FID
U+70A3	FMNR
U+70A4	FSHR
U+70A5	FLLN
U+70A6	FIKK
U+70A7	FOPD
U+70A8	FJP
U+70A9	FOII
U+70AA	FUU
U+70AB	FYVI
U+70AC	FSS
U+70AD	UMF
U+70AE	FPRU
U+70AF	FBR
U+70B0	PUF
U+70B1	IRF
U+70B2	FIR
U+70B3	FMOB
U+70B4	FLBK
U+70B5	FHEY
U+70B6	FYR
U+70B7	FYG
U+70B8	FHS
U+70B9	YRF
U+70BA	IKNF
U+70BB	FMR
U+70BC	FJVD
U+70BD	FRC
U+70BE	FRHU
U+70BF	XFHBY
U+70C0	FHFD
U+70C1	FHVD
U+70C2	FTMM
U+70C3	FNOM
U+70C4	FYCK
U+70C5	FHBT
U+70C6	FHON
U+70C7	FOMG
U+70C8	MNF
U+70C9	NBF
U+70CA	FTQ
U+70CB	ODF
U+70CC	FOD
U+70CD	FHGU
U+70CE	MJF
U+70CF	HRYF
U+70D0	FHBI
U+70D1	FLMO
U+70D2	FIPM
U+70D3	FGG
U+70D4	FBMR
U+70D5	IHMF
U+70D6	JIF
U+70D7	FYVO
U+70D8	FTC
U+70D9	FHER
U+70DA	FOMR
U+70DB	FLMI
U+70DC	FMAM
U+70DD	NEMF
U+70DE	FDY
U+70DF	FWK
U+70E0	FKB
U+70E1	FTC
U+70E2	FJHP
U+70E3	FMF
U+70E4	FJKS
U+70E5	FSLL
U+70E6	FMBO
U+70E7	FJPU
U+70E8	FOPJ
U+70E9	FOMI
U+70EA	FTK
U+70EB	XEHF
U+70EC	FSOY
U+70ED	QIF
U+70EE	XMNF
U+70EF	FKKB
U+70F0	FBND
U+70F1	FBCR
U+70F2	XQLF
U+70F3	FIJB
U+70F4	FMVM
U+70F5	FTPI
U+70F6	FNKG
U+70F7	FJMU
U+70F8	FOWY
U+70F9	YRNF
U+70FA	FIAV
U+70FB	FNKM
U+70FC	FMSO
U+70FD	FHEJ
U+70FE	FFG
U+70FF	FBYH
U+7100	FCOR
U+7101	ROF
U+7102	OKF
U+7103	FGLC
U+7104	SRF
U+7105	FHGR
U+7106	FRB
U+7107	FFB
U+7108	XXHUF
U+7109	MYLF
U+710A	FAMJ
U+710B	VGF
U+710C	FICE
U+710D	FCNH
U+710E	QLF
U+710F	NEF
U+7110	FMMR
U+7111	XFWD
U+7112	FRR
U+7113	FOIR
U+7114	FNLA
U+7115	XFNBK
U+7116	FLSP
U+7117	FSSR
U+7118	XQIF
U+7119	FYTR
U+711A	DDF
U+711B	ANF
U+711C	FAPP
U+711D	FHPA
U+711E	FYRD
U+711F	FTA
U+7120	FYOJ
U+7121	OTF
U+7122	FJCM
U+7123	SEF
U+7124	IOIF
U+7125	FJNU
U+7126	OGF
U+7127	FCIP
U+7128	FAB
U+7129	FBB
U+712A	FJCN
U+712B	FTOB
U+712C	FAPH
U+712D	FFBHN
U+712E	FHLO
U+712F	FYAJ
U+7130	FNHX
U+7131	FFF
U+7132	FYOK
U+7133	FOG
U+7134	FYIB
U+7135	FBTU
U+7136	BKF
U+7137	FHWJ
U+7138	AAF
U+7139	FBTV
U+713A	FAHT
U+713B	FAA
U+713C	FJTU
U+713D	ABF
U+713E	FOIP
U+713F	FILO
U+7140	FSUU
U+7141	FKGG
U+7142	FHDF
U+7143	LLOMN
U+7144	KHIBI
U+7145	FHJE
U+7146	FRYE
U+7147	FHSB
U+7148	FHNI
U+7149	FDWF
U+714A	FJMM
U+714B	HQNKQ
U+714C	FHAG
U+714D	KHMHF
U+714E	TBNF
U+714F	FMRW
U+7150	HQHDJ
U+7151	JAF
U+7152	FNKQ
U+7153	GIHQ
U+7154	FTCW
U+7155	SUF
U+7156	FBME
U+7157	FMBK
U+7158	HRHPM
U+7159	FMWG
U+715A	KHNDF
U+715B	BUF
U+715C	FAYT
U+715D	ASF
U+715E	NKF
U+715F	HQBUK
U+7160	FIHR
U+7161	FHJG
U+7162	FRRR
U+7163	FTLJ
U+7164	FTMD
U+7165	FNBK
U+7166	ARF
U+7167	ARF
U+7168	FWMV
U+7169	FMBC
U+716A	FUMB
U+716B	FTPO
U+716C	FAMH
U+716D	XVNF
U+716E	JAF
U+716F	FPPA
U+7170	HQRYE
U+7171	FBBR
U+7172	FWB
U+7173	FJRB
U+7174	FABT
U+7175	FJBJ
U+7176	FAMO
U+7177	FYRU
U+7178	FTLK
U+7179	FTTB
U+717A	FYAV
U+717B	FILR
U+717C	FPUU
U+717D	FHSM
U+717E	FWKP
U+717F	FIBI
U+7180	FAFU
U+7181	FKSB
U+7182	FOND
U+7183	XNSF
U+7184	FHUP
U+7185	FWOT
U+7186	FGIT
U+7187	FYRB
U+7188	HUF
U+7189	FRBC
U+718A	IPF
U+718B	XXIPF
U+718C	FANO
U+718D	FJRR
U+718E	FBOU
U+718F	HGF
U+7190	FBAC
U+7191	FTXC
U+7192	FFBF
U+7193	FHRF
U+7194	FJCR
U+7195	XFMBC
U+7196	FBHX
U+7197	FOIR
U+7198	FHHW
U+7199	SUF
U+719A	FWTJ
U+719B	FMWF
U+719C	FHWP
U+719D	FIXP
U+719E	FSEG
U+719F	YIF
U+71A0	FSMA
U+71A1	FLWV
U+71A2	FYHJ
U+71A3	FUOG
U+71A4	FSMT
U+71A5	FYNB
U+71A6	FFOG
U+71A7	HOF
U+71A8	SIF
U+71A9	FHSU
U+71AA	FHDN
U+71AB	FITF
U+71AC	GKF
U+71AD	QJSMF
U+71AE	FSMH
U+71AF	FTLO
U+71B0	FSRR
U+71B1	GIF
U+71B2	PFMBC
U+71B3	FAWE
U+71B4	FUAP
U+71B5	FYCB
U+71B6	FASE
U+71B7	FCWA
U+71B8	FMUA
U+71B9	GRTF
U+71BA	FGRR
U+71BB	FORM
U+71BC	FWTC
U+71BD	FLX
U+71BE	FYIA
U+71BF	FTMC
U+71C0	FRRJ
U+71C1	FTMJ
U+71C2	FMWJ
U+71C3	FBKF
U+71C4	NXFF
U+71C5	GGFF
U+71C6	FHKB
U+71C7	FTWI
U+71C8	FNOT
U+71C9	FYDK
U+71CA	FFFD
U+71CB	FOGF
U+71CC	FJTC
U+71CD	FTCL
U+71CE	FKCF
U+71CF	FNHB
U+71D0	FFDQ
U+71D1	FYTG
U+71D2	FGGU
U+71D3	XDDF
U+71D4	FHDW
U+71D5	TLPF
U+71D6	FSMI
U+71D7	FANB
U+71D8	FANK
U+71D9	EHF
U+71DA	FFFF
U+71DB	SSF
U+71DC	FANP
U+71DD	FAYF
U+71DE	XOOF
U+71DF	FFBRR
U+71E0	FHBK
U+71E1	FWLJ
U+71E2	HBF
U+71E3	FYWD
U+71E4	FTWB
U+71E5	FRRD
U+71E6	FYED
U+71E7	FYTO
U+71E8	FTGI
U+71E9	FHSK
U+71EA	FTPP
U+71EB	FITC
U+71EC	FHGE
U+71ED	FWLI
U+71EE	FFE
U+71EF	FMBI
U+71F0	FBBE
U+71F1	FYTP
U+71F2	FKSC
U+71F3	FARF
U+71F4	FOMA
U+71F5	FYGQ
U+71F6	FTWV
U+71F7	FYWF
U+71F8	FMBB
U+71F9	MOF
U+71FA	XFYRD
U+71FB	FHGF
U+71FC	FLMT
U+71FD	FGNI
U+71FE	GNMF
U+71FF	FSMG
U+7200	FGCC
U+7201	FSIT
U+7202	HBF
U+7203	FFFD
U+7204	FMTB
U+7205	FWGG
U+7206	FATE
U+7207	TGIF
U+7208	FYPP
U+7209	FVVV
U+720A	FIPF
U+720B	FHSF
U+720C	FITC
U+720D	FVID
U+720E	FJKF
U+720F	FMDM
U+7210	FYPT
U+7211	FTOF
U+7212	BFKCF
U+7213	FANX
U+7214	FTGS
U+7215	FFF
U+7216	FYBP
U+7217	FATJ
U+7218	FYEV
U+7219	FYRV
U+721A	FOMB
U+721B	FANW
U+721C	FTCE
U+721D	FBWI
U+721E	FLII
U+721F	FTRG
U+7220	FBUG
U+7221	XFTWI
U+7222	IDLYF
U+7223	FFBF
U+7224	FTAW
U+7225	FSEI
U+7226	FSWU
U+7227	FMBM
U+7228	HBDDF
U+7229	FDDH
U+722A	HLO
U+722B	XB
U+722C	HOAU
U+722D	BSD
U+722E	HOPRU
U+722F	BGB
U+7230	BMKE
U+7231	BBKE
U+7232	BHNF
U+7233	BHFN
U+7234	WMHLO
U+7235	BWLI
U+7236	CK
U+7237	CKSL
U+7238	CKAU
U+7239	CKNIN
U+723A	CKSJL
U+723B	KK
U+723C	KKBM
U+723D	KKKK
U+723E	MFBK
U+723F	VLM
U+7240	VMD
U+7241	VMMNR
U+7242	VMTQ
U+7243	VMPTD
U+7244	VMOIR
U+7245	VMILB
U+7246	VMGOW
U+7247	LLML
U+7248	LLHE
U+7249	LLFQ
U+724A	LLSHR
U+724B	LLII
U+724C	LLHHJ
U+724D	LNJNK
U+724E	LNPKP
U+724F	KHBOU
U+7250	LLHJX
U+7251	XLNIS
U+7252	LLPTD
U+7253	LLYBS
U+7254	LNIBI
U+7255	LLHWP
U+7256	LLHSB
U+7257	LLILB
U+7258	LLGWC
U+7259	MVDH
U+725A	FBRMH
U+725B	HQ
U+725C	HQ
U+725D	HQP
U+725E	HQKS
U+725F	IHQ
U+7260	HQPD
U+7261	HQG
U+7262	JHQ
U+7263	HQSHI
U+7264	HQYV
U+7265	HQYHS
U+7266	HQHQU
U+7267	HQOK
U+7268	HQYHN
U+7269	HQPHH
U+726A	HQHQ
U+726B	XHQI
U+726C	HQLXH
U+726D	HQWC
U+726E	OPHQ
U+726F	HQJR
U+7270	HQLW
U+7271	HQMNR
U+7272	HQHQM
U+7273	HQWYI
U+7274	HQHPM
U+7275	KBHQ
U+7276	FQHQ
U+7277	HQOMG
U+7278	HQJND
U+7279	HQGDI
U+727A	HQMCW
U+727B	HQIUH
U+727C	HQMVM
U+727D	YVBQ
U+727E	HQMMR
U+727F	HQHGR
U+7280	SYYQ
U+7281	HNHQ
U+7282	HHHQ
U+7283	HQYTR
U+7284	HQKMR
U+7285	HQBTU
U+7286	HQJBM
U+7287	HQHQQ
U+7288	HQFQU
U+7289	HQYRD
U+728A	HQJNK
U+728B	HQBMC
U+728C	KHOIR
U+728D	KHHXE
U+728E	MGIHR
U+728F	HQISB
U+7290	MGJMM
U+7291	KHQKD
U+7292	HQYRB
U+7293	HQPUU
U+7294	HQOND
U+7295	HQTHB
U+7296	FFBHQ
U+7297	HQJQR
U+7298	IDHQ
U+7299	HQIIH
U+729A	SIHQ
U+729B	JKMHQ
U+729C	HQYDK
U+729D	HQYTG
U+729E	HQHKB
U+729F	NIHQ
U+72A0	HQTGI
U+72A1	HQMTB
U+72A2	HQGWC
U+72A3	HQVVV
U+72A4	HQWLP
U+72A5	HQIPF
U+72A6	HQATE
U+72A7	HQTGS
U+72A8	OGHQ
U+72A9	HIHQ
U+72AA	HQTCE
U+72AB	XOGHQ
U+72AC	IK
U+72AD	KH
U+72AE	IKK
U+72AF	KHSU
U+72B0	KHKN
U+72B1	KHKNI
U+72B2	KHDH
U+72B3	KHPI
U+72B4	KHMJ
U+72B5	KHON
U+72B6	LMIK
U+72B7	KHI
U+72B8	KHNVM
U+72B9	KHIKU
U+72BA	KHYHN
U+72BB	KHJB
U+72BC	KHNDU
U+72BD	KHMVH
U+72BE	KHIK
U+72BF	KHYY
U+72C0	VMIK
U+72C1	KHIHU
U+72C2	KHMG
U+72C3	KHNG
